25/02 16:02:00 FINE sim.Admin|Log for simulation 215 started
25/02 16:03:44 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.022147635954609047, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0, dailyLimit=0.1600707681368857 , weight=3748] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.013994289643420095, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0, dailyLimit=0.06997144821710047 , weight=5000] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0418, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0, dailyLimit=0.0959657641010774 , weight=0] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.026709086338470536, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0, dailyLimit=0.1250400860609484 , weight=0] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.016535193844819763, dailyLimit=NaN , weight=1] BidEntry [ad=(Ad generic:true product:null), bid=0.0, dailyLimit=0.08267596922409881 , weight=5000])
25/02 16:03:44 INFO agents.DemandAgent|Day 10 :Got AdNetBidMessage from adv2 : UCS Bid: 0.0 Cmp ID: 1824740920 Cmp Bid: 116
25/02 16:03:44 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:44 INFO agents.DemandAgent|Day 10 :Got AdNetBidMessage from adv5 : UCS Bid: 0.0 Cmp ID: 1824740920 Cmp Bid: 109
25/02 16:03:44 FINE auction.DefaultPublisherBehavior|Recieved tau.tac.adx.props.AdxBidBundle: (AdxBidBundle limit: NaN)
25/02 16:03:50 INFO sim.Simulation|***** START OF TIME 11 *****
25/02 16:03:50 INFO demand.CampaignImpl|Campaign 90995352 Tomorrows limits: 0.1600707681368857, 3748
25/02 16:03:50 INFO demand.CampaignImpl|Campaign 1957650537 Tomorrows limits: 0.06997144821710047, 5000
25/02 16:03:50 INFO demand.CampaignImpl|Campaign 1996862364 Tomorrows limits: 0.0959657641010774, 0
25/02 16:03:50 INFO demand.CampaignImpl|Campaign 2138657770 Tomorrows limits: 0.1250400860609484, 0
25/02 16:03:50 INFO demand.CampaignImpl|Campaign 1397379544 Tomorrows limits: 0.08267596922409881, 5000
25/02 16:03:50 INFO agents.DemandAgent|Day 11 : Auction pending campaign: CampaignImpl [qualityManager=tau.tac.adx.demand.QualityManagerImpl@2206270b, id=1824740920, reachImps=10000, dayStart=12, dayEnd=16, targetSegment=[MALE, OLD], videoCoef=2.0, mobileCoef=1.5, advertisersBids={adv7=114, DummyAdnetwork=9534, adv5=109, adv6=110, adv3=112, adv4=113, adv2=116, adv1=1}, budget=null, advertiser=null, day=12, todays=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0], totals=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0], dayStats={}]
25/02 16:03:50 FINE adx.AdxManager|tau.tac.adx.messages.CampaignNotification@412aa127
25/02 16:03:50 INFO agents.DemandAgent|Day 11 :Reporting auction results...CampaignImpl [qualityManager=tau.tac.adx.demand.QualityManagerImpl@2206270b, id=1824740920, reachImps=10000, dayStart=12, dayEnd=16, targetSegment=[MALE, OLD], videoCoef=2.0, mobileCoef=1.5, advertisersBids={adv7=114, DummyAdnetwork=9534, adv5=109, adv6=110, adv3=112, adv4=113, adv2=116, adv1=1}, budget=0.044536571419935486, advertiser=adv1, day=11, todays=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0], totals=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0], dayStats={12=CampaignStats [tartgetedImps=0.0, otherImps=0.0, cost=0.0]}]
